,date,M1,M2,M3,M4,M5,M6,M7,M8
1849,7/28/11,Q (Aug 11),U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12)
1850,7/29/11,Q (Aug 11),U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12)
1851,8/1/11,Q (Aug 11),U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12)
1852,8/2/11,Q (Aug 11),U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12)
1853,8/3/11,Q (Aug 11),U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12)
1854,8/4/11,Q (Aug 11),U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12)
1855,8/5/11,Q (Aug 11),U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12)
1856,8/8/11,Q (Aug 11),U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12)
1857,8/9/11,Q (Aug 11),U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12)
1858,8/10/11,Q (Aug 11),U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12)
1859,8/11/11,Q (Aug 11),U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12)
1860,8/12/11,Q (Aug 11),U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12)
1861,8/15/11,Q (Aug 11),U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12)
1862,8/16/11,Q (Aug 11),U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12)
1863,8/17/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),NA
1864,8/18/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),NA
1865,8/19/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),NA
1866,8/22/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1867,8/23/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1868,8/24/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1869,8/25/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1870,8/26/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1871,8/29/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1872,8/30/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1873,8/31/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1874,9/1/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1875,9/2/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1876,9/6/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1877,9/7/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1878,9/8/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1879,9/9/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1880,9/12/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1881,9/13/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1882,9/14/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1883,9/15/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1884,9/16/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1885,9/19/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1886,9/20/11,U (Sep 11),V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12)
1887,9/21/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1888,9/22/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1889,9/23/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1890,9/26/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1891,9/27/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1892,9/28/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1893,9/29/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1894,9/30/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1895,10/3/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1896,10/4/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1897,10/5/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1898,10/6/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1899,10/7/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1900,10/10/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1901,10/11/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1902,10/12/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1903,10/13/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1904,10/14/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1905,10/17/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1906,10/18/11,V (Oct 11),X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12)
1907,10/19/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1908,10/20/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1909,10/21/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1910,10/24/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1911,10/25/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1912,10/26/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1913,10/27/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1914,10/28/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1915,10/31/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1916,11/1/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1917,11/2/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1918,11/3/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1919,11/4/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1920,11/7/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1921,11/8/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1922,11/9/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1923,11/10/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1924,11/11/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1925,11/14/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1926,11/15/11,X (Nov 11),Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12)
1927,11/16/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1928,11/17/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1929,11/18/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1930,11/21/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1931,11/22/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1932,11/23/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1933,11/25/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1934,11/28/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1935,11/29/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1936,11/30/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1937,12/1/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1938,12/2/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1939,12/5/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1940,12/6/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1941,12/7/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1942,12/8/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1943,12/9/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1944,12/12/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1945,12/13/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1946,12/14/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1947,12/15/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1948,12/16/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1949,12/19/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1950,12/20/11,Z (Dec 11),F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12)
1951,12/21/11,F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12)
1952,12/22/11,F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12)
1953,12/23/11,F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12)
1954,12/27/11,F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12)
1955,12/28/11,F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12)
1956,12/29/11,F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12)
1957,12/30/11,F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12)
1958,1/3/12,F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12)
1959,1/4/12,F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12)
1960,1/5/12,F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12)
1961,1/6/12,F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12)
1962,1/9/12,F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12)
1963,1/10/12,F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12)
1964,1/11/12,F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12)
1965,1/12/12,F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12)
1966,1/13/12,F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12)
1967,1/17/12,F (Jan 12),G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12)
1968,1/18/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1969,1/19/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1970,1/20/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1971,1/23/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1972,1/24/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1973,1/25/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1974,1/26/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1975,1/27/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1976,1/30/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1977,1/31/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1978,2/1/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1979,2/2/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1980,2/3/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1981,2/6/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1982,2/7/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1983,2/8/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1984,2/9/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1985,2/10/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1986,2/13/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1987,2/14/12,G (Feb 12),H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12)
1988,2/15/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
1989,2/16/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
1990,2/17/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
1991,2/21/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
1992,2/22/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
1993,2/23/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
1994,2/24/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
1995,2/27/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
1996,2/28/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
1997,2/29/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
1998,3/1/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
1999,3/2/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
2000,3/5/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
2001,3/6/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
2002,3/7/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
2003,3/8/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
2004,3/9/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
2005,3/12/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
2006,3/13/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
2007,3/14/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
2008,3/15/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
2009,3/16/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
2010,3/19/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
2011,3/20/12,H (Mar 12),J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12)
2012,3/21/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2013,3/22/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2014,3/23/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2015,3/26/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2016,3/27/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2017,3/28/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2018,3/29/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2019,3/30/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2020,4/2/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2021,4/3/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2022,4/4/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2023,4/5/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2024,4/9/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2025,4/10/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2026,4/11/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2027,4/12/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2028,4/13/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2029,4/16/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2030,4/17/12,J (Apr 12),K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12)
2031,4/18/12,K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12),Z (Dec 12)
2032,4/19/12,K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12),Z (Dec 12)
2033,4/20/12,K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12),Z (Dec 12)
2034,4/23/12,K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12),Z (Dec 12)
2035,4/24/12,K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12),Z (Dec 12)
2036,4/25/12,K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12),Z (Dec 12)
2037,4/26/12,K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12),Z (Dec 12)
2038,4/27/12,K (May 12),M (Jun 12),N (Jul 12),Q (Aug 12),U (Sep 12),V (Oct 12),X (Nov 12),Z (Dec 12)
